date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-01,2026-07-31,(未登録),5,50,10.0
2026-08-01,2026-07-31,HYBE,21,50,42.0
2026-08-01,2026-07-31,JYP,3,50,6.0
2026-08-01,2026-07-31,OTHER,2,50,4.0
2026-08-01,2026-07-31,SM,8,50,16.0
2026-08-01,2026-07-31,YG,11,50,22.0
