date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-07-30,2026-07-29,(未登録),7,50,14.0
2026-07-30,2026-07-29,HYBE,19,50,38.0
2026-07-30,2026-07-29,JYP,3,50,6.0
2026-07-30,2026-07-29,OTHER,2,50,4.0
2026-07-30,2026-07-29,SM,8,50,16.0
2026-07-30,2026-07-29,YG,11,50,22.0
