date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-03,2026-08-02,(未登録),5,50,10.0
2026-08-03,2026-08-02,HYBE,21,50,42.0
2026-08-03,2026-08-02,JYP,3,50,6.0
2026-08-03,2026-08-02,OTHER,2,50,4.0
2026-08-03,2026-08-02,SM,8,50,16.0
2026-08-03,2026-08-02,YG,11,50,22.0
