date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-10,2026-08-10,(未登録),3,50,6.0
2026-08-10,2026-08-10,HYBE,18,50,36.0
2026-08-10,2026-08-10,JYP,8,50,16.0
2026-08-10,2026-08-10,OTHER,3,50,6.0
2026-08-10,2026-08-10,SM,8,50,16.0
2026-08-10,2026-08-10,YG,10,50,20.0
