date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-17,2026-09-17,(未登録),6,50,12.0
2026-09-17,2026-09-17,HYBE,19,50,38.0
2026-09-17,2026-09-17,JYP,4,50,8.0
2026-09-17,2026-09-17,OTHER,3,50,6.0
2026-09-17,2026-09-17,SM,6,50,12.0
2026-09-17,2026-09-17,YG,12,50,24.0
