date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-09,2026-09-09,(未登録),8,50,16.0
2026-09-09,2026-09-09,HYBE,17,50,34.0
2026-09-09,2026-09-09,JYP,3,50,6.0
2026-09-09,2026-09-09,OTHER,4,50,8.0
2026-09-09,2026-09-09,SM,7,50,14.0
2026-09-09,2026-09-09,YG,11,50,22.0
