date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-12,2026-08-12,(未登録),3,50,6.0
2026-08-12,2026-08-12,HYBE,17,50,34.0
2026-08-12,2026-08-12,JYP,6,50,12.0
2026-08-12,2026-08-12,OTHER,4,50,8.0
2026-08-12,2026-08-12,SM,9,50,18.0
2026-08-12,2026-08-12,YG,11,50,22.0
