date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-07-28,2026-07-27,(未登録),6,50,12.0
2026-07-28,2026-07-27,HYBE,18,50,36.0
2026-07-28,2026-07-27,JYP,3,50,6.0
2026-07-28,2026-07-27,OTHER,3,50,6.0
2026-07-28,2026-07-27,SM,10,50,20.0
2026-07-28,2026-07-27,YG,10,50,20.0
