date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-30,2026-08-30,(未登録),4,50,8.0
2026-08-30,2026-08-30,HYBE,19,50,38.0
2026-08-30,2026-08-30,JYP,4,50,8.0
2026-08-30,2026-08-30,OTHER,4,50,8.0
2026-08-30,2026-08-30,SM,8,50,16.0
2026-08-30,2026-08-30,YG,11,50,22.0
