date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-24,2026-09-24,(未登録),5,50,10.0
2026-09-24,2026-09-24,HYBE,20,50,40.0
2026-09-24,2026-09-24,JYP,3,50,6.0
2026-09-24,2026-09-24,OTHER,3,50,6.0
2026-09-24,2026-09-24,SM,5,50,10.0
2026-09-24,2026-09-24,YG,14,50,28.0
