date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-29,2026-08-28,(未登録),5,50,10.0
2026-08-29,2026-08-28,HYBE,19,50,38.0
2026-08-29,2026-08-28,JYP,4,50,8.0
2026-08-29,2026-08-28,OTHER,4,50,8.0
2026-08-29,2026-08-28,SM,7,50,14.0
2026-08-29,2026-08-28,YG,11,50,22.0
