date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-02,2026-09-02,(未登録),6,50,12.0
2026-09-02,2026-09-02,HYBE,18,50,36.0
2026-09-02,2026-09-02,JYP,3,50,6.0
2026-09-02,2026-09-02,OTHER,5,50,10.0
2026-09-02,2026-09-02,SM,7,50,14.0
2026-09-02,2026-09-02,YG,11,50,22.0
