date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-15,2026-09-15,(未登録),6,50,12.0
2026-09-15,2026-09-15,HYBE,19,50,38.0
2026-09-15,2026-09-15,JYP,4,50,8.0
2026-09-15,2026-09-15,OTHER,3,50,6.0
2026-09-15,2026-09-15,SM,7,50,14.0
2026-09-15,2026-09-15,YG,11,50,22.0
