date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-21,2026-09-21,(未登録),5,50,10.0
2026-09-21,2026-09-21,HYBE,19,50,38.0
2026-09-21,2026-09-21,JYP,4,50,8.0
2026-09-21,2026-09-21,OTHER,3,50,6.0
2026-09-21,2026-09-21,SM,6,50,12.0
2026-09-21,2026-09-21,YG,13,50,26.0
