date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-23,2026-08-23,(未登録),3,50,6.0
2026-08-23,2026-08-23,HYBE,19,50,38.0
2026-08-23,2026-08-23,JYP,4,50,8.0
2026-08-23,2026-08-23,OTHER,5,50,10.0
2026-08-23,2026-08-23,SM,7,50,14.0
2026-08-23,2026-08-23,YG,12,50,24.0
