date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-28,2026-08-27,(未登録),5,50,10.0
2026-08-28,2026-08-27,HYBE,20,50,40.0
2026-08-28,2026-08-27,JYP,3,50,6.0
2026-08-28,2026-08-27,OTHER,4,50,8.0
2026-08-28,2026-08-27,SM,7,50,14.0
2026-08-28,2026-08-27,YG,11,50,22.0
