date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-07-29,2026-07-28,(未登録),6,50,12.0
2026-07-29,2026-07-28,HYBE,20,50,40.0
2026-07-29,2026-07-28,JYP,3,50,6.0
2026-07-29,2026-07-28,OTHER,2,50,4.0
2026-07-29,2026-07-28,SM,8,50,16.0
2026-07-29,2026-07-28,YG,11,50,22.0
