date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-08,2026-08-08,(未登録),4,50,8.0
2026-08-08,2026-08-08,HYBE,17,50,34.0
2026-08-08,2026-08-08,JYP,9,50,18.0
2026-08-08,2026-08-08,OTHER,2,50,4.0
2026-08-08,2026-08-08,SM,7,50,14.0
2026-08-08,2026-08-08,YG,11,50,22.0
