date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-15,2026-08-15,(未登録),4,50,8.0
2026-08-15,2026-08-15,HYBE,18,50,36.0
2026-08-15,2026-08-15,JYP,3,50,6.0
2026-08-15,2026-08-15,OTHER,5,50,10.0
2026-08-15,2026-08-15,SM,9,50,18.0
2026-08-15,2026-08-15,YG,11,50,22.0
