date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-03,2026-09-03,(未登録),6,50,12.0
2026-09-03,2026-09-03,HYBE,17,50,34.0
2026-09-03,2026-09-03,JYP,3,50,6.0
2026-09-03,2026-09-03,OTHER,6,50,12.0
2026-09-03,2026-09-03,SM,7,50,14.0
2026-09-03,2026-09-03,YG,11,50,22.0
