date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-10,2026-09-10,(未登録),8,50,16.0
2026-09-10,2026-09-10,HYBE,17,50,34.0
2026-09-10,2026-09-10,JYP,4,50,8.0
2026-09-10,2026-09-10,OTHER,4,50,8.0
2026-09-10,2026-09-10,SM,6,50,12.0
2026-09-10,2026-09-10,YG,11,50,22.0
