date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-11,2026-08-11,(未登録),3,50,6.0
2026-08-11,2026-08-11,HYBE,18,50,36.0
2026-08-11,2026-08-11,JYP,6,50,12.0
2026-08-11,2026-08-11,OTHER,4,50,8.0
2026-08-11,2026-08-11,SM,8,50,16.0
2026-08-11,2026-08-11,YG,11,50,22.0
