date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-23,2026-09-23,(未登録),5,50,10.0
2026-09-23,2026-09-23,HYBE,19,50,38.0
2026-09-23,2026-09-23,JYP,3,50,6.0
2026-09-23,2026-09-23,OTHER,3,50,6.0
2026-09-23,2026-09-23,SM,6,50,12.0
2026-09-23,2026-09-23,YG,14,50,28.0
