date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-16,2026-08-16,(未登録),4,50,8.0
2026-08-16,2026-08-16,HYBE,18,50,36.0
2026-08-16,2026-08-16,JYP,3,50,6.0
2026-08-16,2026-08-16,OTHER,5,50,10.0
2026-08-16,2026-08-16,SM,9,50,18.0
2026-08-16,2026-08-16,YG,11,50,22.0
