date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-05,2026-08-04,(未登録),5,50,10.0
2026-08-05,2026-08-04,HYBE,20,50,40.0
2026-08-05,2026-08-04,JYP,3,50,6.0
2026-08-05,2026-08-04,OTHER,2,50,4.0
2026-08-05,2026-08-04,SM,9,50,18.0
2026-08-05,2026-08-04,YG,11,50,22.0
