date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-24,2026-08-24,(未登録),4,50,8.0
2026-08-24,2026-08-24,HYBE,19,50,38.0
2026-08-24,2026-08-24,JYP,4,50,8.0
2026-08-24,2026-08-24,OTHER,5,50,10.0
2026-08-24,2026-08-24,SM,7,50,14.0
2026-08-24,2026-08-24,YG,11,50,22.0
