date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-17,2026-08-17,(未登録),4,50,8.0
2026-08-17,2026-08-17,HYBE,19,50,38.0
2026-08-17,2026-08-17,JYP,2,50,4.0
2026-08-17,2026-08-17,OTHER,5,50,10.0
2026-08-17,2026-08-17,SM,9,50,18.0
2026-08-17,2026-08-17,YG,11,50,22.0
