date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-25,2026-09-25,(未登録),6,50,12.0
2026-09-25,2026-09-25,HYBE,20,50,40.0
2026-09-25,2026-09-25,JYP,3,50,6.0
2026-09-25,2026-09-25,OTHER,3,50,6.0
2026-09-25,2026-09-25,SM,5,50,10.0
2026-09-25,2026-09-25,YG,13,50,26.0
